Unnamed: 0,Enter your name,Enter your email id,What  Age Group do you fall in,Kindly mention your gender,Do you currently own a two-wheeler?,"According to your age group, which bike type is most suitable?  ",Why do you think this type of bike suits your age group best? ,Best bike type for Below 20 years (students/young riders):,Best bike type for 21–30 years (working professionals/young adults):,Best bike type for 31–40 years (family-oriented riders):,  Best bike type for 41–50 years (mid-age riders):,Best bike type for 51 years & above (senior riders):,"When choosing a bike, which feature is most important to you?  ",What price range is affordable for your age group?  ,Do you think electric bikes are a good option for your age group?  ,Timestamp,"According to your age group, which bike type is most suitable?","When choosing a bike, which feature is most important to you?",What price range is affordable for your age group?,Do you think electric bikes are a good option for your age group?
Unknown,Diya Sampath,ramakrishnanyuvaan@hotmail.com,21-30 Years,Prefer not to say,Yes – Cruiser,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,07-05-2025 13:16,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Kartik Kala,hridaan78@yahoo.com,Below 20 years,Male,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Performance & Speed,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,22-04-2025 07:42,"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Jayan Devan,singhalbadal@dutta.com,31-40 Years,Male,Yes – Sports Bike,"Electric Bike (eco-friendly, modern)",Safety features,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,21-10-2025 12:18,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Taimur Kade,myramahajan@yahoo.com,51 Years and above,Male,Yes – Sports Bike,"Scooter (gearless, lightweight)",Comfort & Ease of riding,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,22-02-2025 21:32,Sports Bike (performance-oriented),Low maintenance cost,"₹1,00,000–₹1,50,000",No – Lack of charging/service support
Unknown,Miraan Bala,chandtaran@yahoo.com,41-50 Years,Male,Yes – Sports Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-02-2025 19:13,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Below ₹70,000",Not sure
Unknown,Heer Randhawa,okrishnamurthy@kurian.net,21-30 Years,Female,Yes – Electric Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-04-2025 18:22,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,"₹70,000–₹1,00,000",No – Lack of charging/service support
Unknown,Hiran Dara,yuvaan96@das.com,31-40 Years,Female,Yes – Sports Bike,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,29-07-2025 10:37,"Scooter (gearless, lightweight)",Safety features,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Miraya Vig,nitaradhingra@yahoo.com,41-50 Years,Female,Yes – Commuter (100–150cc),"Electric Bike (eco-friendly, modern)",Low maintenance cost,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-05-2025 08:46,"Electric Bike (eco-friendly, modern)",Safety features,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Hansh Gera,chahalanaya@borah-balay.net,Below 20 years,Male,Yes – Sports Bike,Cruiser (comfortable for long rides),Comfort & Ease of riding,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,11-08-2025 19:08,"Electric Bike (eco-friendly, modern)",Stylish design / Looks,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
Unknown,Diya Doctor,ratishah@agate-sani.com,21-30 Years,Female,Yes – Commuter (100–150cc),"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,31-10-2025 02:14,"Scooter (gearless, lightweight)",Safety features,"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours"
Unknown,Aaryahi Swamy,sampathtanya@yahoo.com,51 Years and above,Female,Yes – Sports Bike,Sports Bike (performance-oriented),Stylish design / Looks,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,24-08-2025 00:55,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours"
Unknown,Madhav Sahota,romil83@hotmail.com,21-30 Years,Prefer not to say,Yes – Sports Bike,Cruiser (comfortable for long rides),Performance & Speed,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-07-2025 00:13,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Nehmat Khosla,indrans31@ben.biz,51 Years and above,Male,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-02-2025 10:09,Sports Bike (performance-oriented),Safety features,"₹70,000–₹1,00,000",No – Too costly compared to fuel bikes
Unknown,Trisha Lanka,zravel@hotmail.com,31-40 Years,Male,No,Cruiser (comfortable for long rides),Stylish design / Looks,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-10-2025 16:05,"Scooter (gearless, lightweight)",Performance & Speed,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Taran Kala,sairasavant@cherian.com,41-50 Years,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,01-04-2025 23:21,Sports Bike (performance-oriented),Safety features,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly
Unknown,Nirvaan Baria,sara14@kuruvilla.com,21-30 Years,Male,Yes – Electric Bike,"Scooter (gearless, lightweight)",Performance & Speed,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,05-06-2025 04:29,Cruiser (comfortable for long rides),Mileage / Fuel efficiency,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Tara Banik,onkarramanathan@virk.net,21-30 Years,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,14-04-2025 19:14,"Scooter (gearless, lightweight)",Low maintenance cost,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Lavanya Mahajan,madhupborah@gera.com,21-30 Years,Female,No,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,25-03-2025 18:28,"Scooter (gearless, lightweight)",Low maintenance cost,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Akarsh Datta,adewan@hotmail.com,Below 20 years,Prefer not to say,Yes – Sports Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,15-04-2025 18:31,"Commuter (100–150cc, mileage-focused)",Resale value,"Above ₹1,50,000",Not sure
Unknown,Vivaan Iyer,fmammen@gmail.com,Below 20 years,Prefer not to say,Yes – Commuter (100–150cc),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,07-07-2025 09:38,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Above ₹1,50,000",Not sure
Unknown,Tejas Varma,kharezain@keer.com,41-50 Years,Prefer not to say,No,Sports Bike (performance-oriented),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-06-2025 02:18,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"₹70,000–₹1,00,000",No – Lack of charging/service support
Unknown,Ahana  Basu,uthkarsh15@gmail.com,31-40 Years,Male,Yes – Cruiser,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,08-06-2025 16:41,Sports Bike (performance-oriented),Resale value,"₹1,00,000–₹1,50,000",Not sure
Unknown,Elakshi Seth,emirkhanna@yahoo.com,21-30 Years,Male,Yes – Cruiser,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,03-07-2025 11:50,"Scooter (gearless, lightweight)",Resale value,"Below ₹70,000",Not sure
Unknown,Yashvi Arya,navyarandhawa@shah.net,21-30 Years,Male,Yes – Electric Bike,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,25-02-2025 03:07,"Electric Bike (eco-friendly, modern)",Low maintenance cost,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Hazel Bail,qsharaf@chhabra-mann.org,41-50 Years,Male,Yes – Commuter (100–150cc),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,01-01-2025 06:28,Cruiser (comfortable for long rides),Resale value,"₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Gatik Kuruvilla,armaanjayaraman@yahoo.com,Below 20 years,Female,No,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,07-03-2025 06:36,Sports Bike (performance-oriented),Stylish design / Looks,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Amira Kala,hanshchad@yahoo.com,31-40 Years,Female,No,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,12-01-2025 01:59,Cruiser (comfortable for long rides),Comfort & Ease of riding,"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Vidur Khalsa,bhaminichandra@bakshi-wadhwa.org,51 Years and above,Female,Yes – Commuter (100–150cc),"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,15-05-2025 18:09,"Scooter (gearless, lightweight)",Stylish design / Looks,"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Purab Kar,lankasana@hotmail.com,41-50 Years,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Performance & Speed,"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-01-2025 02:31,"Scooter (gearless, lightweight)",Resale value,"₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Nirvi Kant,samarsachdev@hotmail.com,Below 20 years,Female,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Comfort & Ease of riding,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-06-2025 20:56,Cruiser (comfortable for long rides),Low maintenance cost,"Below ₹70,000",No – Lack of charging/service support
Unknown,Lagan Brar,kashyapaaryahi@hotmail.com,51 Years and above,Prefer not to say,Yes – Electric Bike,Sports Bike (performance-oriented),Safety features,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,19-08-2025 16:35,Sports Bike (performance-oriented),Mileage / Fuel efficiency,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Renee Varughese,deyzoya@salvi-chana.com,41-50 Years,Male,Yes – Cruiser,Cruiser (comfortable for long rides),Low maintenance cost,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-10-2025 15:37,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"₹70,000–₹1,00,000",Not sure
Unknown,Sumer Chaudhry,hsekhon@gmail.com,31-40 Years,Female,Yes – Sports Bike,Sports Bike (performance-oriented),Comfort & Ease of riding,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,03-04-2025 09:02,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"₹70,000–₹1,00,000","Yes – Good for city rides, but not long tours"
Unknown,Dharmajan Choudhary,khalsaaaryahi@walla.net,41-50 Years,Prefer not to say,Yes – Scooter (gearless),"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,18-09-2025 04:37,Sports Bike (performance-oriented),Comfort & Ease of riding,"₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Eva Sharaf,bthaman@dara-goswami.biz,Below 20 years,Female,Yes – Sports Bike,"Scooter (gearless, lightweight)",Safety features,Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,20-08-2025 15:54,Cruiser (comfortable for long rides),Resale value,"Above ₹1,50,000",Not sure
Unknown,Dhanuk Shukla,ibhatt@sandal.com,21-30 Years,Male,Yes – Electric Bike,"Scooter (gearless, lightweight)",Comfort & Ease of riding,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-01-2025 14:43,"Scooter (gearless, lightweight)",Low maintenance cost,"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Jayan Ram,atripathi@yahoo.com,31-40 Years,Prefer not to say,Yes – Commuter (100–150cc),Sports Bike (performance-oriented),Stylish design / Looks,Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-05-2025 16:39,"Commuter (100–150cc, mileage-focused)",Performance & Speed,"Below ₹70,000",No – Lack of charging/service support
Unknown,Yuvaan Baria,kalavidur@hotmail.com,41-50 Years,Female,Yes – Sports Bike,"Scooter (gearless, lightweight)",Stylish design / Looks,Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,03-02-2025 14:59,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Below ₹70,000",No – Lack of charging/service support
